nombre,financiamiento,provincia,localidad,internacion,camas
CS BARRIO CAPITAN BERMUDEZ,Público,Santa Fe,San Lorenzo,No,0.0
CS BARRIO CHALET,Público,Santa Fe,Santa Fe,No,0.0
CS BARRIO CHAPERO,Público,Santa Fe,Reconquista,No,0.0
CS BARRIO COPELLO,Público,Santa Fe,Capitán Bermúdez,No,0.0
CS BARRIO EL OMBUSAL-EMA BEATRIZ CABRAL,Público,Santa Fe,Reconquista,No,0.0
CS BARRIO EL POZO,Público,Santa Fe,Santa Fe,No,0.0
CS BARRIO FATIMA - PUERTO SAN MARTIN,Público,Santa Fe,Puerto General San Martín,No,0.0
CS BARRIO FATIMA - SAN JUSTO,Público,Santa Fe,San Justo,No,0.0
CS BARRIO FONAVI,Público,Santa Fe,Malabrigo,No,0.0
CS BARRIO FONAVI - MALABRIGO,Público,Santa Fe,Malabrigo,No,0.0
CS BARRIO FRANCUCCI,Público,Santa Fe,Frontera,No,0.0
CS BARRIO FREDIKSON,Público,Santa Fe,Firmat,No,0.0
CS BARRIO ITATI - LAS TOSCAS,Público,Santa Fe,Las Toscas,No,0.0
CS BARRIO ITATI - RECONQUISTA,Público,Santa Fe,Reconquista,No,0.0
CS BARRIO JUAN XXIII,Público,Santa Fe,San Cristóbal,No,0.0
CS BARRIO LA POSTA,Público,Santa Fe,Capitán Bermúdez,No,0.0
CS BARRIO LA CORTADA,Público,Santa Fe,Reconquista,No,0.0
CS BARRIO LA LOMA,Público,Santa Fe,Reconquista,No,0.0
CS BARRIO LAS QUINTAS,Público,Santa Fe,San Lorenzo,No,0.0
CS BARRIO LEANDRO N ALEM,Público,Santa Fe,San Lorenzo,No,0.0
CS BARRIO LOS PINOS,Público,Santa Fe,Carcarañá,No,0.0
CS BARRIO LOS TRONCOS,Público,Santa Fe,Santa Fe,No,0.0
CS BARRIO MALABRIGO,Público,Santa Fe,Helvecia,No,0.0
CS BARRIO MARIANO MORENO,Público,Santa Fe,San Lorenzo,No,0.0
CS BARRIO MENDOZA OESTE,Público,Santa Fe,Santa Fe,No,0.0
CS BARRIO MERCANTIL,Público,Santa Fe,Cañada de Gómez,No,0.0
CS BARRIO MITRE,Público,Santa Fe,Pavón,No,0.0
CS BARRIO MOCOVI,Público,Santa Fe,Recreo,No,0.0
CS BARRIO MORTELARI,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS BARRIO NADAL,Público,Santa Fe,Firmat,No,0.0
CS BARRIO NORTE,Público,Santa Fe,Pilar (Pilar),No,0.0
CS BARRIO NORTE - GRAL OBLIGADO,Público,Santa Fe,Reconquista,No,0.0
CS BARRIO NORTE SAN FRANCISCO DE ASIS,Público,Santa Fe,San Lorenzo,No,0.0
CS BARRIO OBRERO,Público,Santa Fe,Romang,No,0.0
CS BARRIO OESTE,Público,Santa Fe,Laguna Paiva,No,0.0
CS BARRIO PARQUE,Público,Santa Fe,Recreo,No,0.0
CS BARRIO PARQUE - CAÑADA DE GOMEZ,Público,Santa Fe,Cañada de Gómez,No,0.0
CS BARRIO PELLEGRINI,Público,Santa Fe,San Cristóbal,No,0.0
CS BARRIO PEYRANO,Público,Santa Fe,Laguna Paiva,No,0.0
CS BARRIO RAVIOLO,Público,Santa Fe,Villa Constitución,No,0.0
CS BARRIO REYES,Público,Santa Fe,San Justo,No,0.0
CS BARRIO RIVADAVIA,Público,Santa Fe,Venado Tuerto,No,0.0
CS BARRIO SAN ANTONIO,Público,Santa Fe,San Javier,No,0.0
CS BARRIO SAN JOSE,Público,Santa Fe,San Cristóbal,No,0.0
CS BARRIO SAN ROQUE,Público,Santa Fe,Frontera,No,0.0
CS BARRIO SUR,Público,Santa Fe,Villa Ocampo,No,0.0
CS BARRIO TALLERES - L PAIVA,Público,Santa Fe,Laguna Paiva,No,0.0
CS BARRIO TALLERES - VGG,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS BARRIO TOBA,Público,Santa Fe,Rosario,No,0.0
CS BARRIO TROILO,Público,Santa Fe,Villa Constitución,No,0.0
CS BARRIO UNIDOS,Público,Santa Fe,Esperanza,No,0.0
CS BARRIO VILLA HIPODROMO,Público,Santa Fe,Santa Fe,No,0.0
CS BARRIO VILLANI,Público,Santa Fe,Frontera,No,0.0
CS BARRIO VIRGEN DE GUADALUPE,Público,Santa Fe,Reconquista,No,0.0
CS BARRIO YAPEYU,Público,Santa Fe,Santa Fe,No,0.0
CS BARROS PAZOS,Público,Santa Fe,Berna,No,0.0
CS BARTOLOME MITRE,Público,Santa Fe,San Lorenzo,No,0.0
CS BAUER Y SIGEL,Público,Santa Fe,Bauer y Sigel,No,0.0
CS BEAUDRIX,Público,Santa Fe,Roldán,No,0.0
CS BELGRANO- LAS PAREJAS,Público,Santa Fe,Las Parejas,No,0.0
CS BELLA ITALIA,Público,Santa Fe,Bella Italia,No,0.0
CS BERNA,Público,Santa Fe,Berna,No,0.0
CS BETY GRISELDA FLORES,Público,Santa Fe,Gato Colorado,No,0.0
CS Bº EL TRIANGULO DR MARIO BARONI,Público,Santa Fe,San Javier,No,0.0
CS Bº FONAVI - SAN JAVIER,Público,Santa Fe,San Javier,No,0.0
CS BOUCHARD LUIS LELOIR,Público,Santa Fe,San Lorenzo,No,0.0
CS BRISAS DEL PARANA,Público,Santa Fe,Villa Constitución,No,0.0
CS CABAÑA LEIVA,Público,Santa Fe,Santa Fe,No,0.0
CS CACIQUE ARACAIQUIN,Público,Santa Fe,San Javier,No,0.0
CS CAFFERATA,Público,Santa Fe,Cafferata,No,0.0
CS CAMPO ANDINO,Público,Santa Fe,Campo Andino,No,0.0
CS CAMPO DEL MEDIO,Público,Santa Fe,Cayastá,No,0.0
CS CAMPO HARDY,Público,Santa Fe,Campo Hardy,No,0.0
CS CANDIOTI,Público,Santa Fe,Candioti,No,0.0
CS CAÑADA DE UCLE,Público,Santa Fe,Cañada del Ucle,No,0.0
CS CAÑADA OMBU,Público,Santa Fe,Cañada Ombú,No,0.0
CS CAÑADA RICA,Público,Santa Fe,Cañada Rica,No,0.0
CS CAPILLA SAN JOSE,Público,Santa Fe,Santa Fe,No,0.0
CS CAPIVARA,Público,Santa Fe,Capivara,No,0.0
CS CARLOS CASADO,Público,Santa Fe,Firmat,No,0.0
CS CARMEN,Público,Santa Fe,Carmen,No,0.0
CS CARRERAS,Público,Santa Fe,Carreras,No,0.0
CS CARRIZALES,Público,Santa Fe,Carrizales (Est. Clarke),No,0.0
CS CASALEGNO,Público,Santa Fe,Casalegno,No,0.0
CS CASIANO CASAS,Público,Santa Fe,Rosario,No,0.0
CS CATALINA SALOMON,Público,Santa Fe,Puerto General San Martín,No,0.0
CS CAVOUR,Público,Santa Fe,Cavour,No,0.0
CS CAYASTACITO,Público,Santa Fe,Cayastacito,No,0.0
CS CEFERINO NAMUNCARA,Público,Santa Fe,Esperanza,No,0.0
CS CEFERINO NAMUNCURA,Público,Santa Fe,Rosario,No,0.0
CS CEFERINO VICENTIN,Público,Santa Fe,Avellaneda (Est. Ewald),No,0.0
CS CENTENARIO - FIRMAT,Público,Santa Fe,Firmat,No,0.0
CS CENTENARIO - S VIEJO,Público,Santa Fe,Sauce Viejo (Sauce Viejo),No,0.0
CS CENTENO,Público,Santa Fe,Centeno,No,0.0
CS CEPEDA,Público,Santa Fe,Cepeda,No,0.0
CS CHAPUY,Público,Santa Fe,Chapuy,No,0.0
CS CHRISTOPHERSEN,Público,Santa Fe,Christophersen,No,0.0
CS CIUDAD NUEVA,Público,Santa Fe,Venado Tuerto,No,0.0
CS CLASSON,Público,Santa Fe,Classon,No,0.0
CS CLUB BELGRANO- RUFINO,Público,Santa Fe,Rufino,No,0.0
CS COLASTINE,Público,Santa Fe,Colastine Norte,No,0.0
CS COLASTINE SUR,Público,Santa Fe,Colastine Sur,No,0.0
CS COLMENA,Público,Santa Fe,Colmena,No,0.0
CS COLONIA YATAI,Público,Santa Fe,San Javier,No,0.0
CS COLONIA ALDAO,Público,Santa Fe,Aldao (Est. Casablanca),No,0.0
CS COLONIA BICHA,Público,Santa Fe,Colonia Bicha,No,0.0
CS COLONIA BOSSI,Público,Santa Fe,Colonia Bossi,No,0.0
CS COLONIA DOLORES,Público,Santa Fe,Colonia Dolores,No,0.0
CS COLONIA DURAN,Público,Santa Fe,Colonia Durán,No,0.0
CS COLONIA FRANCESA,Público,Santa Fe,San Javier,No,0.0
CS COLONIA LA CRIOLLA,Público,Santa Fe,San Javier,No,0.0
CS COLONIA MARGARITA,Público,Santa Fe,Colonia Margarita,No,0.0
CS COLONIA NORTE,Público,Santa Fe,Helvecia,No,0.0
CS COLONIA NUEVA,Público,Santa Fe,Humboldt,No,0.0
CS COLONIA ROSA,Público,Santa Fe,Colonia Rosa,No,0.0
CS COLONIA SAN JOAQUIN,Público,Santa Fe,Colonia San Joaquín,No,0.0
CS COLONIA SILVA,Público,Santa Fe,Silva (Est. Abipones),No,0.0
CS COLONIA TERESA,Público,Santa Fe,San Javier,No,0.0
CS COMUNAL DE PIÑERO,Público,Santa Fe,Piñero (Est. Erasto),No,0.0
CS COMUNITARIO OESTE,Público,Santa Fe,Rosario,No,0.0
CS CONSTANZA,Público,Santa Fe,Constanza,No,0.0
CS CONSULTORIO PERIFERICO MOVIL,Público,Santa Fe,Rafaela,No,0.0
CS CORONEL DOMINGUEZ,Público,Santa Fe,Coronel Rodolfo S. Domínguez,No,0.0
CS CORREA,Público,Santa Fe,Correa,No,0.0
CS COSTA PARANA,Público,Santa Fe,Fighiera,No,0.0
CS CRISTO OBRERO,Público,Santa Fe,Santa Fe,No,0.0
CS CULULU,Público,Santa Fe,Cululú,No,0.0
CS DAVID STAFFIERI,Público,Santa Fe,Rosario,No,0.0
CS DEMETRIO GOMEZ,Público,Santa Fe,Santa Fe,No,0.0
CS DESVIO ARIJON,Público,Santa Fe,Desvío Arijón,No,0.0
CS DIEGO DE ALVEAR,Público,Santa Fe,Diego de Alvear,No,0.0
CS DISTRITO NOROESTE,Público,Santa Fe,Rosario,No,0.0
CS DON SEGUNDO PILLADO,Público,Santa Fe,Capitán Bermúdez,No,0.0
CS DOÑA MARGARITA BARRIO ARENERAS,Público,Santa Fe,Sauce Viejo (Sauce Viejo),No,0.0
CS DR ABEL E FAUST,Público,Santa Fe,Funes,No,0.0
CS DR BERNARDO HOUSSAY,Público,Santa Fe,Funes,No,0.0
CS DR CARLOS FRANZINI,Público,Santa Fe,Tacural,No,0.0
CS DR DOMINGO CERA,Público,Santa Fe,Firmat,No,0.0
CS DR DOMINGO PREITI- EGUSQUIZA,Público,Santa Fe,Egusquiza,No,0.0
CS DR EDUARDO GERBAIX- TIMBUES,Público,Santa Fe,Timbúes,No,0.0
CS DR ERNESTO CHE GUEVARA,Público,Santa Fe,Rosario,No,0.0
CS DR ESTEBAN LAUREANO MARADONA- FUNES,Público,Santa Fe,Funes,No,0.0
CS DR ESTEBAN MARADONA - ESPERANZA,Público,Santa Fe,Esperanza,No,0.0
CS DR ESTEBAN MARADONA- ROSARIO,Público,Santa Fe,Rosario,No,0.0
CS DR FERNANDO O DEGANO,Público,Santa Fe,El Trébol,No,0.0
CS DR ISAAC WARCHAVSKY,Público,Santa Fe,San Guillermo,No,0.0
CS DR JORGE CANIZA,Público,Santa Fe,Tacuarendí (Emb. Kilómetro 421),No,0.0
CS DR JORGE SEMORILE,Público,Santa Fe,Chovet,No,0.0
CS DR JOSE COSTA,Público,Santa Fe,Coronel Fraga,No,0.0
CS DR JULIO MAIZTEGUI,Público,Santa Fe,Firmat,No,0.0
CS DR ORLANDO ALASSIA,Público,Santa Fe,Elisa,No,0.0
CS DR RAUL RENEDO,Público,Santa Fe,Bernardo de Irigoyen (Est. Irigoyen),No,0.0
CS DR RENE FAVALORO,Público,Santa Fe,Villada,No,0.0
CS DR ROQUE PEREZ,Público,Santa Fe,Pérez,No,0.0
CS DR SALVADOR MAZZA,Público,Santa Fe,Rosario,No,0.0
CS DR VICTOR CUE,Público,Santa Fe,Rosario,No,0.0
CS DR VIDALLE,Público,Santa Fe,Murphy,No,0.0
CS DRA CARMEN CASTILLA,Público,Santa Fe,Murphy,No,0.0
CS EL ARAZA,Público,Santa Fe,El Araza,No,0.0
CS EL CARMEN,Público,Santa Fe,Avellaneda (Est. Ewald),No,0.0
CS EL GAUCHO,Público,Santa Fe,Rosario,No,0.0
CS EL LUCERO,Público,Santa Fe,San Cristóbal,No,0.0
CS EL MANGRULLO,Público,Santa Fe,Rosario,No,0.0
CS EL NOCHERO,Público,Santa Fe,Gregoria Pérez de Denis (Est. el Nochero),No,0.0
CS EL RABON,Público,Santa Fe,El Rabón,No,0.0
CS EL SOMBRERITO,Público,Santa Fe,Villa Ocampo,No,0.0
CS EL YAGUARETE,Público,Santa Fe,Reconquista,No,0.0
CS ELENA BAZET (EX SAN FCO SOLANO),Público,Santa Fe,Rosario,No,0.0
CS EMAUS - ROSARIO,Público,Santa Fe,Rosario,No,0.0
CS EMAUS - SANTA FE,Público,Santa Fe,Santa Fe,No,0.0
CS EMILIA,Público,Santa Fe,Emilia,No,0.0
CS EMPALME SAN CARLOS,Público,Santa Fe,Empalme San Carlos,No,0.0
CS EMPALME VILLA CONSTITUCION,Público,Santa Fe,Empalme Villa Constitución,No,0.0
CS ESMERALDA,Público,Santa Fe,Esmeralda,No,0.0
CS ESPIN,Público,Santa Fe,Espin,No,0.0
CS ESTACION CLUCELLAS,Público,Santa Fe,Estación Clucellas,No,0.0
CS ESTANISLAO LOPEZ,Público,Santa Fe,Santa Fe,No,0.0
CS ESTEBAN LAUREANO MARADONA- SAN LORENZO,Público,Santa Fe,San Lorenzo,No,0.0
CS ESTEBAN RAMS,Público,Santa Fe,Esteban Rams,No,0.0
CS EUSEBIA,Público,Santa Fe,Eusebia y Carolina,No,0.0
CS EVA DUARTE,Público,Santa Fe,Rosario,No,0.0
CS EVA DUARTE DE PERON- STO TOME,Público,Santa Fe,Santo Tomé,No,0.0
CS EVA PERON - FUNES,Público,Santa Fe,Funes,No,0.0
CS EVA PERON - MACIEL,Público,Santa Fe,Maciel,No,0.0
CS EVA PERON - V CONSTITUCION,Público,Santa Fe,Villa Constitución,No,0.0
CS EVA PERON BARRIO OESTE- GALVEZ,Público,Santa Fe,Gálvez,No,0.0
CS EVITA,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS EVITA BARRIO LA FLORIDA,Público,Santa Fe,Santa Fe,No,0.0
CS FIGHIERA,Público,Santa Fe,Fighiera,No,0.0
CS FLOR DE ORO,Público,Santa Fe,Lanteri,No,0.0
CS FONAVI - V TUERTO,Público,Santa Fe,Venado Tuerto,No,0.0
CS FONAVI BARRIO CENTENARIO,Público,Santa Fe,Santa Fe,No,0.0
CS FONAVI BARRIO ESTANISLAO LOPEZ,Público,Santa Fe,Cañada de Gómez,No,0.0
CS FONAVI BARRIO LAS FLORES II,Público,Santa Fe,Santa Fe,No,0.0
CS FONAVI SAGRADO CORAZON,Público,Santa Fe,San Lorenzo,No,0.0
CS FORTIN CHARRUA,Público,Santa Fe,Fortin Charrua,No,0.0
CS FRONTERA,Público,Santa Fe,Frontera,No,0.0
CS GARIBALDI,Público,Santa Fe,Garibaldi,No,0.0
CS GENERAL GELLY,Público,Santa Fe,General Gelly,No,0.0
CS GENERAL GUEMES,Público,Santa Fe,Tostado,No,0.0
CS GENERAL LAGOS,Público,Santa Fe,General Lagos,No,0.0
CS GENERAL URQUIZA BARRIO BASUALDO,Público,Santa Fe,Coronda,No,0.0
CS GESSLER,Público,Santa Fe,Gessler,No,0.0
CS GODOY,Público,Santa Fe,Godoy,No,0.0
CS GOLONDRINA,Público,Santa Fe,Golondrina,No,0.0
CS GRANADEROS A CABALLO,Público,Santa Fe,Casilda,No,0.0
CS GRUTLY NORTE,Público,Santa Fe,Grutly,No,0.0
CS GRUTLY SUR,Público,Santa Fe,Grutly,No,0.0
CS GUADALUPE CENTRAL PADRE TRUCCO,Público,Santa Fe,Santa Fe,No,0.0
CS GUADALUPE NORTE,Público,Santa Fe,Guadalupe Norte,No,0.0
CS GUEMES,Público,Santa Fe,Venado Tuerto,No,0.0
CS GUTIERREZ ESTE,Público,Santa Fe,Santa Fe,No,0.0
CS HIPATIA,Público,Santa Fe,Hipatía,No,0.0
CS HIPOLITO IRIGOYEN,Público,Santa Fe,Santo Tomé,No,0.0
CS IBARLUCEA,Público,Santa Fe,Ibarlucea,No,0.0
CS INGENIERO CHANOURDIE,Público,Santa Fe,Ingeniero Chanourdie,No,0.0
CS INTENDENTE ANDREU,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS ISABEL DURAN DE MALEANDI,Público,Santa Fe,Alvear,No,0.0
CS ISLA GUAYCURU,Público,Santa Fe,Las Garzas,No,0.0
CS ITATI - ROSARIO,Público,Santa Fe,Rosario,No,0.0
CS ITATI- VGG,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS ITURBIDE,Público,Santa Fe,Venado Tuerto,No,0.0
CS JACINTO L ARAUZ,Público,Santa Fe,Jacinto L. Aráuz,No,0.0
CS JAIME J CULLER,Público,Santa Fe,Villa Minetti,No,0.0
CS JEAN HENRY DUNNANT,Público,Santa Fe,Rosario,No,0.0
CS JORGE NEWBERY,Público,Santa Fe,Sauce Viejo (Sauce Viejo),No,0.0
CS JOSE DHO,Público,Santa Fe,San Cristóbal,No,0.0
CS JOSE HERNANDEZ,Público,Santa Fe,San Lorenzo,No,0.0
CS JOSE RAUL UGARTE,Público,Santa Fe,Rosario,No,0.0
CS JOSEFINA,Público,Santa Fe,Josefina,No,0.0
CS JUAN B JUSTO,Público,Santa Fe,Rosario,No,0.0
CS JUAN DOMINGO PERON- STO TOME,Público,Santa Fe,Santo Tomé,No,0.0
CS JUAN PABLO II,Público,Santa Fe,Rosario,No,0.0
CS JUAN XXIII,Público,Santa Fe,Venado Tuerto,No,0.0
CS JUANA AZURDUY,Público,Santa Fe,Rosario,No,0.0
CS JULIA CAPOZZOLO BARRIO CARMEN LUISA,Público,Santa Fe,Reconquista,No,0.0
CS JULIO MAIZTEGUI (EX SAN ROQUE),Público,Santa Fe,Rosario,No,0.0
CS JUNCAL,Público,Santa Fe,Juncal,No,0.0
CS JUNTOS PODEMOS KOLPING,Público,Santa Fe,Rosario,No,0.0
CS KM 115,Público,Santa Fe,Kilómetro 115,No,0.0
CS LA BOCA - RAMON RIVERO,Público,Santa Fe,Santa Fe,No,0.0
CS LA BRAVA,Público,Santa Fe,La Brava,No,0.0
CS LA CABRAL,Público,Santa Fe,La Cabral,No,0.0
CS LA CAMILA,Público,Santa Fe,La Camila,No,0.0
CS LA CHISPA,Público,Santa Fe,La Chispa,No,0.0
CS LA FLORIDA,Público,Santa Fe,Rosario,No,0.0
CS LA GUARDIA,Público,Santa Fe,La Guardia,No,0.0
CS LA LOLA,Público,Santa Fe,La Lola,No,0.0
CS LA LUCILA,Público,Santa Fe,San Cristóbal,No,0.0
CS LA PENCA Y CARAGUATA,Público,Santa Fe,La Penca y Caraguatá,No,0.0
CS LA POSTA,Público,Santa Fe,Rosario,No,0.0
CS LA RESERVA,Público,Santa Fe,La Reserva,No,0.0
CS LA RIVERA,Público,Santa Fe,Villa la Rivera (Comuna Oliveros),No,0.0
CS LA RUBIA,Público,Santa Fe,La Rubia,No,0.0
CS LA SARITA,Público,Santa Fe,La Sarita,No,0.0
CS LA VANGUARDIA,Público,Santa Fe,La Vanguardia,No,0.0
CS LABORDEBOY,Público,Santa Fe,Labordeboy,No,0.0
CS LARRECHEA,Público,Santa Fe,Larrechea,No,0.0
CS LAS DELICIAS,Público,Santa Fe,Santa Fe,No,0.0
CS LAS FLORES,Público,Santa Fe,Rosario,No,0.0
CS LAS FLORES ESTE,Público,Santa Fe,Rosario,No,0.0
CS LAS GAMAS,Público,Santa Fe,Las Gamas,No,0.0
CS LAS GARZAS,Público,Santa Fe,Las Garzas,No,0.0
CS LAS LOMAS,Público,Santa Fe,Santa Fe,No,0.0
CS LAS MALVINAS,Público,Santa Fe,Santa Rosa de Calchines,No,0.0
CS LAS PALMERAS,Público,Santa Fe,Las Palmeras,No,0.0
CS LAS TUNAS,Público,Santa Fe,Las Tunas,No,0.0
CS LAZZARINO,Público,Santa Fe,Lazzarino,No,0.0
CS LEHMANN,Público,Santa Fe,Lehmann,No,0.0
CS LIBERTAD (EX ABORIGENES ARGENTINOS),Público,Santa Fe,Rosario,No,0.0
CS LISANDRO DE LA TORRE,Público,Santa Fe,Santo Tomé,No,0.0
CS LLAMBI CAMPBELL,Público,Santa Fe,Llambi Campbell,No,0.0
CS LOMA ALTA,Público,Santa Fe,Loma Alta,No,0.0
CS LOS JACINTOS,Público,Santa Fe,Colonia los Jacintos,No,0.0
CS LOS LAPACHOS,Público,Santa Fe,Ingeniero Chanourdie,No,0.0
CS LOS LAURELES,Público,Santa Fe,Los Laureles,No,0.0
CS LOS MOLINOS,Público,Santa Fe,Los Molinos,No,0.0
CS LOS PINOS - PARAJE EL CARAMELO,Público,Santa Fe,Villa Amelia,No,0.0
CS LOS SALADILLOS,Público,Santa Fe,San Justo,No,0.0
CS LOS TABANOS,Público,Santa Fe,Los Tabanos,No,0.0
CS LOS UCLES,Público,Santa Fe,Las Parejas,No,0.0
CS LOS ZAPALLOS,Público,Santa Fe,Los Zapallos,No,0.0
CS LOYOLA SUR,Público,Santa Fe,Santa Fe,No,0.0
CS LUCHEMOS POR LA VIDA,Público,Santa Fe,Rosario,No,0.0
CS LUCIO V LOPEZ,Público,Santa Fe,Lucio V. López,No,0.0
CS LUDUEÑA NORTE Y MORENO,Público,Santa Fe,Rosario,No,0.0
CS LUIS CRISTALLINI,Público,Santa Fe,Capitán Bermúdez,No,0.0
CS LUIS PASTEUR,Público,Santa Fe,Rosario,No,0.0
CS LUZURIAGA,Público,Santa Fe,Villa Constitución,No,0.0
CS MABEL MONTES - BO GUADALUPE OESTE,Público,Santa Fe,Santa Fe,No,0.0
CS MADRE TERESA DE CALCUTA,Público,Santa Fe,Tostado,No,0.0
CS MAGGIOLO,Público,Santa Fe,Maggiolo,No,0.0
CS MARCELINO CHAMPAGNAT,Público,Santa Fe,Rosario,No,0.0
CS MARCELINO ESCALADA,Público,Santa Fe,Marcelino Escalada,No,0.0
CS MARIA AUXILIADORA,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS MARIA JUANA,Público,Santa Fe,María Juana,No,0.0
CS MARIA LUISA,Público,Santa Fe,María Luisa,No,0.0
CS MARTIN,Público,Santa Fe,Rosario,No,0.0
CS MATILDE,Público,Santa Fe,Matilde,No,0.0
CS MAURICIO CASALS,Público,Santa Fe,Rosario,No,0.0
CS MELANO JORGE P NRO 257,Público,Santa Fe,Reconquista,No,0.0
CS MELINCUE,Público,Santa Fe,Melincué (Est. San Urbano),No,0.0
CS MIGUEL RUEDA,Público,Santa Fe,Rueda,No,0.0
CS MIGUEL TORRES,Público,Santa Fe,Miguel Torres,No,0.0
CS MOCOVI,Público,Santa Fe,Tostado,No,0.0
CS MONJE,Público,Santa Fe,Monje,No,0.0
CS MONTE VERA,Público,Santa Fe,Monte Vera,No,0.0
CS MONTEFIORE,Público,Santa Fe,Montefiore,No,0.0
CS MOUSSY,Público,Santa Fe,Mousy,No,0.0
CS NARE,Público,Santa Fe,Naré,No,0.0
CS NELSON,Público,Santa Fe,Nelson,No,0.0
CS NICANOR MOLINA,Público,Santa Fe,Reconquista,No,0.0
CS NIÑO JESUS,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS NRO 1 - ELORTONDO,Público,Santa Fe,Elortondo,No,0.0
CS NRO 1 - RAFAELA,Público,Santa Fe,Rafaela,No,0.0
CS NRO 1 MARIANO MORENO,Público,Santa Fe,Sunchales,No,0.0
CS NRO 10 VILLA MANUELITA,Público,Santa Fe,Rosario,No,0.0
CS NRO 11 PUEBLO NUEVO,Público,Santa Fe,Villa Gobernador Gálvez,No,0.0
CS NRO 11 VILLA CORRIENTES,Público,Santa Fe,Rosario,No,0.0
CS NRO 12 DR. GARCIA PIATTI,Público,Santa Fe,Rosario,No,0.0
CS NRO 13 FONAVI - ESCUELA NRO 660,Público,Santa Fe,Rosario,No,0.0
CS NRO 14 AVELLANEDA OESTE,Público,Santa Fe,Rosario,No,0.0
CS NRO 15 JUAN DOMINGO PERON,Público,Santa Fe,Rosario,No,0.0
CS NRO 16 PABLO VI,Público,Santa Fe,Rosario,No,0.0
CS NRO 17 CARITAS GUADALUPE - ESCUELA NRO 456,Público,Santa Fe,Rosario,No,0.0
CS NRO 18 SAN FERNANDO,Público,Santa Fe,Granadero Baigorria,No,0.0
CS NRO 19 LA CERAMICA,Público,Santa Fe,Rosario,No,0.0
CS NRO 2,Público,Santa Fe,Elortondo,No,0.0
CS NRO 2 ENA RICHIGER- Bº 9 DE JULIO,Público,Santa Fe,Sunchales,No,0.0
CS NRO 2 FONAVI SUPER CEMENTO,Público,Santa Fe,Rosario,No,0.0
CS NRO 2 MATERNO INFANTIL,Público,Santa Fe,Rafaela,No,0.0
CS NRO 20 LA ESPERANZA,Público,Santa Fe,Rosario,No,0.0
CS NRO 21 GABIN 9,Público,Santa Fe,Pérez,No,0.0
CS NRO 22 GONZALEZ LOZA - ESCUELA NRO 799,Público,Santa Fe,Rosario,No,0.0
CS NRO 23 SAN MIGUEL,Público,Santa Fe,Granadero Baigorria,No,0.0
CS NRO 25 FONAVI,Público,Santa Fe,Rosario,No,0.0
CS NRO 26 DE LA COMUNIDAD ORGANIZADA,Público,Santa Fe,Rosario,No,0.0
CS NRO 27 RAMON CARRILLO,Público,Santa Fe,Rosario,No,0.0
CS NRO 28 SARGENTO CABRAL,Público,Santa Fe,Rosario,No,0.0
CS NRO 29 ARAOZ DE LA MADRID,Público,Santa Fe,Rosario,No,0.0
CS NRO 3 - 7 DE SETIEMBRE,Público,Santa Fe,Rosario,No,0.0
CS NRO 3 BARRIO SANTA ROSA,Público,Santa Fe,Venado Tuerto,No,0.0
CS NRO 3 SANTA ROSA DE LIMA,Público,Santa Fe,Rafaela,No,0.0
CS NRO 30 SANTA RITA,Público,Santa Fe,Granadero Baigorria,No,0.0
CS NRO 4 VIRGEN DE FATIMA,Público,Santa Fe,Rafaela,No,0.0
CS NRO 47 BARRIO TOBA,Público,Santa Fe,Rosario,No,0.0
CS NRO 5 MARTIN M GUEMES,Público,Santa Fe,Rafaela,No,0.0
CS NRO 5 PEDRO FIORINA,Público,Santa Fe,Rosario,No,0.0
CS NRO 54 REMANSO VALERIO,Público,Santa Fe,Granadero Baigorria,No,0.0
CS NRO 6 BARRIO AMANCAY,Público,Santa Fe,Rafaela,No,0.0
CS NRO 6 BARRIO LOS HORNOS,Público,Santa Fe,Santa Fe,No,0.0
CS NRO 6 EVA PERON- ROSARIO,Público,Santa Fe,Rosario,No,0.0
CS NRO 6 FRANCK,Público,Santa Fe,Franck,No,0.0
CS NRO 7 - 17 DE OCTUBRE,Público,Santa Fe,Rafaela,No,0.0
CS NRO 7-12 DE OCTUBRE - ESCUELA NRO 613,Público,Santa Fe,Rosario,No,0.0
CS NRO 8 BARRIO ITALIA,Público,Santa Fe,Rafaela,No,0.0
CS NRO 8 BARRIO SAN MARTIN,Público,Santa Fe,Santa Fe,No,0.0
CS NRO 8 INDEPENDENCIA,Público,Santa Fe,Rosario,No,0.0
CS NRO 9 BARRIO JARDIN,Público,Santa Fe,Rafaela,No,0.0
CS NRO 9 BARRIO NUEVA POMPEYA,Público,Santa Fe,Santa Fe,No,0.0
CS NRO 9 SAN FRANCISQUITO,Público,Santa Fe,Rosario,No,0.0
CS NUESTRA SEÑORA DE FATIMA- PUERTO SAN MARTIN,Público,Santa Fe,Puerto General San Martín,No,0.0
CS NUEVA ROMA 1,Público,Santa Fe,Casilda,No,0.0
