id,institucion,provincia,localidad,direccion,cp,telefono,email,horario_atencion,tipo_api,lat,lon
5084,Comisaría 5°,MENDOZA,Mendoza Capital,Juan B. Justo 804,,(0261) 4255283/4203218/4296041/4295918,,24 hs,Comisaria,-32.9120198,-68.82796730000001
5085,Comisaría 6°,MENDOZA,Mendoza Capital,Las Magnolias y Los Viscos,,(0261) 4257422/4291211/4251458,,24 hs,Comisaria,-32.914451,-68.79690440000001
5086,Subcomisaria,MENDOZA,Mendoza Capital,Libertad 88,,(0261) 4447127,,24 hs,Comisaria,-34.6225967,-68.333866
5087,Centro De Referencia,MENDOZA,Mendoza Capital,Necochea 415,,(0261) 4230964/4230998,marcelailacqua@yahoo.com.ar,Lunes a Viernes de 8 a 13 hs,Centro de Referencia,-32.9205156,-68.85630359999999
5088,Direccion Provincial de Adultos Mayores,MENDOZA,Mendoza Capital,Patricias Argentinas y Rivadavia,,(0261) 4295655,desarrollosocial@mendoza.gov.ar,Lunes a Viernes 8 a 15 hs,Adultos Mayores,-33.1842003,-68.46679689999996
5089,Colegio Publico De Abogados,MENDOZA,Mendoza Capital,Pedro Molina 447,,(0261) 4239378/4239366,,Lunes a Viernes de 8 a 13 hs,Legal,-32.9205156,-68.85630359999999
5090,Comisaría 3°,MENDOZA,Mendoza Capital,Rioja 1252,,(0261) 4254901/4202001/4295822/4295827/4293136,,24 hs,Comisaria,-32.8891874,-68.83559780000001
5091,Dirección de Migraciones,MENDOZA,Mendoza Capital,San Juan 211,,0261) 4241300,del.mendoza@migraciones.gov.ar,Lunes a Viernes de 7 a 14 hs,Dirección de Migraciones,-32.9013543,-68.84078929999998
5092,Comisaría 4°,MENDOZA,Mendoza Capital,San Martín 2556,,(0261) 4307824/4372335/4372484/4374357,,24 hs,Comisaria,-32.8731034,-68.83485580000001
5093,Servicio De Llamadas De Asistencia A La Comunidad,MENDOZA,Mendoza Capital,Sin Dirección Física,,"0800-2222-999 (opción 3, de violencia familiar -línea gratuita)",,Lunes a Viernes de 7:30 a 21 hs,Mujer,-32.890183,-68.8440498
5094,"Hospital ""Luis Lagomaggiore""",MENDOZA,Mendoza Capital,Timoteo Gordillo S/N,,(0261) 4134600,,24 hs,Salud,-32.890183,-68.8440498
5095,Comisaría 33°,MENDOZA,Mendoza Capital,Uspallata y Laguna Blanca,,(0261) 4444889/4446683/4442281/4444356/4444394,,24 hs,Comisaria,-33.0799789,-68.46945949999997
5096,Subcomisaria,MENDOZA,Rivadavia,Correa S/N (Esquina Colón),,(0263) 4491148,,24 hs,Comisaria,-33.1842003,-68.46679689999996
5097,Hospital Saporiti,MENDOZA,Rivadavia,Lamadrid S/N,,(0263) 442253/442150,,24 hs,Salud,-33.1842003,-68.46679689999996
5098,Área Mujer,MENDOZA,Rivadavia,Lavalle y Perito Moreno,,(02634) 444544 (internos: 222 y 223),,Lunes a Viernes de 8 a 13 hs,Mujer,-33.1842003,-68.46679689999996
5099,Comisaria 13°,MENDOZA,Rivadavia,San Isidro y Constitución,,(0263) 4445452,,24 hs,Comisaria,-33.1842003,-68.46679689999996
5100,Destacamento,MENDOZA,San Carlos,Chile (Esquina Las Heras),,(02622) 470300,,24 hs,Comisaria,-32.9224059,-68.8278195
5101,Servicio De Protección De Derechos De Niños Y Adolescentes,MENDOZA,San Carlos,Dalmau 396,,(02622) 423505/424025,,24 hs,Comisaria,-32.9224059,-68.8278195
5102,Hospital Tagarelli,MENDOZA,San Carlos,Las Heras y Quiroga,,(02622) 451166,,24 hs,Comisaria,-32.9224059,-68.8278195
5103,Secretaría De Gobierno,MENDOZA,San Carlos,Lencinas 508,,(02622) 451002,,Lunes a Viernes de 7 a 13 hs,Mujer,-32.9224059,-68.8278195
5104,Comisaria,MENDOZA,San Carlos,Lencinas José 09 (Esquina Eugenio Bustos),,(02622) 451015,,24 hs,Comisaria,-32.9224059,-68.8278195
5105,Destacamento,MENDOZA,San Carlos,San Martín 561,,(02622) 493078,,24 hs,Comisaria,-33.778975,-69.049609
5106,Hospital Perrupato,MENDOZA,San Martin,Eva Perón y Ruta Nacional 50,,(0263) 4422195/420158/4200439,,Lunes a Viernes de 7:30 a 23:.30 hs,Comisaria,-32.9224059,-68.8278195
5107,Servicio De Protección De Derechos De Niños Y Adolescentes,MENDOZA,San Martin,Francisco Bautista y Moyano,,Sin teléfono de linea,,Lunes a Viernes de 7:30 a 23:.30 hs,Comisaria,-32.9224059,-68.8278195
5108,Coordinación De La Mujer Y Género,MENDOZA,San Rafael,Buenos Aires 62,,(0260) 4421293 (interno: 337),,Lunes a Viernes de :a 13: hs,Mujer,-34.6133922,-68.33434019999998
5109,Dirección de Migraciones,MENDOZA,San Rafael,Comandante Salas 150,,(0336) 422799,of.sanrafael@migraciones.gov.ar,Lunes a Viernes de 7 a 13 hs,Dirección de Migraciones,-34.5949289,-68.32167959999998
5110,"Hospital ""Eva Perón""",MENDOZA,San Rafael,República S/N,,(02625) 495007,,24 hs,Salud,-34.629465,-68.321228
5111,"Hospital ""Teodoro Schestakow""",MENDOZA,San Rafael,Torres 170,,(0260) 422580/424291/424290,,24 hs,Salud,-34.6201439,-68.32453980000002
5112,Comisaría 21°,MENDOZA,Santa Rosa,Avenida San Martín y Santa Rosa,,(0263) 4497000,,24 hs,Comisaria,-32.902401,-68.751122
5113,Destacamento,MENDOZA,Santa Rosa,Emilio Civit y Girot,,(0263) 4495005,,24 hs,Comisaria,-32.9,-68.75
5114,Destacamento,MENDOZA,Santa Rosa,Remo Falciani S/N,,(0263) 4493042,,24 hs,Comisaria,-32.9,-68.75
5115,Destacamento,MENDOZA,Santa Rosa,Ruta Provincial 153 Km. 88,,(0260) 4489200,,24 hs,Comisaria,-33.5808716,-68.0757294
5116,Juzgado De Familia,MENDOZA,Tunuyan,Emilio Civit y San Martín,,(02622) 423133 /423458,,Lunes a Viernes de 8 a 13 hs,Legal,-33.571167,-69.01321410000003
5117,Defensoría De Familia,MENDOZA,Tunuyan,Emilio Civit y San Martín,,(02622) 426388,,Lunes a Viernes de 8 a 13 hs,Legal,-33.571167,-69.01321410000003
5118,Hospital Scaravelli,MENDOZA,Tunuyan,Martín Miguel De Guemes 1441,,(026222) 422324/422104,,24 hs,Salud,-32.935003,-68.83203359999999
5119,Dirección De Acción Social,MENDOZA,Tupungato,Las Heras 827,,Sin teléfono de linea,,Lunes a Viernes de 7 a 13 hs,Mujer,-32.9224059,-68.8278195
5120,Oficina De Niñez Y Adolescencia,MISIONES,Apostoles,Urquiza y Esperanza,,(03758) 451173,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-27.9143324,-55.754922299999976
5121,Centro Integrador Comunitario,MISIONES,Capiovi,Martin Fierro S/N,,(03743) 493033,,Lunes a Viernes 8 a 11 y 14 a 18 hs,Centro Integrador Comunitario,-26.9333305 ,-55.06666180000002
5122,Municipalidad,MISIONES,Concepcion De La Sierra,Rivadavia y Moreno,,(03758) 470019,,Lunes a Viernes de 8 a 13 hs,Mujer,-27.9806169,-55.5217485
5123,Dirección de Migraciones,MISIONES,Posadas,Buenos Aires 1633,,(0376) 4440516,del.posadas@migraciones.gov.ar,Lunes a Viernes de 7 a 13 hs,Dirección de Migraciones,-27.3655465,-55.892508599999985
5124,Direccion Provincial de Adultos Mayores,MISIONES,Posadas,Davila 1056,,(03764) 447243,,Lunes a Viernes de 7 a 12:30 hs,Adultos Mayores,-27.3584792,-55.905055000000004
5125,Departamento Género,MISIONES,Posadas,Estado de Israel 2781,,(03764) 448724,www.derechoshumanos.misiones.gov.ar / dptotratadepersonasddhh_misiones@hotmail.com,Lunes a Viernes de 8 a 13 hs,Mujer,-27.3813586,-55.897728099999995
5126,Centro De Referencia,MISIONES,Posadas,Santa Fe 2195 (1ºP),,(0376) 4434637 (interno: 9),Cdrmnes@yahoo.com.ar /strassermarcelo@gmail.com /mastrasser@hotmail.com,Lunes a Viernes de 8 a 13 hs,Centro de Referencia,-27.3637418,-55.89751000000001
5127,Dirección de Migraciones,MISIONES,Puerto Iguazu,Balbino Brañas 67,,(03757) 423116,del.iguazu@migraciones.gov.ar,Lunes a Viernes de 8 a 13 hs,Dirección de Migraciones,-25.5992949,-54.576883599999974
5128,Centro De Atención A Víctimas De Violencia,NEUQUÉN,Centenario,Guatemala 1657,,(0299) 4897504,,Lunes a Viernes de 8 a 13 hs,Mujer,-38.8298111,-68.12200159999997
5129,Desarrollo Social,NEUQUÉN,Centenario,San Juan Bosco 393,,(0299) 4897032/4894183/4895330,,Lunes a Viernes 8 a 15 hs,Mujer,-38.8298111,-68.12200159999997
5130,Área Mujer,NEUQUÉN,Cutral có,Saenz Peña y Alberdi,,(0299) 4967704,,Lunes a Viernes de 8 a 13 hs,Mujer,-38.9328003,-69.23310090000001
5131,Centro De Acceso A La Justicia,NEUQUÉN,Neuquén,"Angel Pérez Novella y Eduardo Racedo, Manzana 10 Lote 11",,0800-222-3425,,Lunes a Viernes de 10 a 17 hs,Legal,-38.9524444,-68.06413889999999
5132,Centro De Referencia,NEUQUÉN,Neuquén,Entre Ríos 410 (Esquina Alderete),,(0299) 4423828/4436121/4484210,betovivero@yahoo.com.ar,Lunes a Viernes de 8 a 13 hs,Centro de Referencia,-38.95080129999999,-68.05066150000004
5133,"Subsecretaría De Niñez, Adolescencia Y Familia",NEUQUÉN,Neuquén,Gobernador Anaya y Teodoro Planes,,0800-122-6853/(0299) 4493808/8916,,24 hs,Niñez / Familia,-38.9524444,-68.06413889999999
5134,Defensoría Penal Nº 5,NEUQUÉN,Neuquén,Juan B. Justo 470 (1° P),,(0299) 4470105/4422534/4434319,,Lunes a Viernes 8 a 14 hs,Legal,-38.954105,-68.065810
5135,Comisaria Del Menor,NEUQUÉN,Neuquén,Mendoza 360,,(0299) 44422294,,24 hs,Comisaria Mujer,-38.9513192,-68.0533661
5136,"Subsecreataria de Familia , Niñez Y Adolescencia",NEUQUÉN,Neuquén,Planas y Analla,,(0299) 44493899,,Lunes a Viernes 8 a 15 hs,Adultos Mayores,-38.9524444,-68.06413889999999
5137,Defensoría Penal Nº 6,NEUQUÉN,Neuquén,Santiago Del Estero 44,,(0299) 4423291,,Lunes a Viernes 8 a 14 hs,Legal,-38.954079,-68.064868
5138,Dirección de Migraciones,NEUQUÉN,Neuquén,Santiago del Estero 466,,(0299) 4434649,del.neuquen@migraciones.gov.ar,Lunes a Viernes de 8 a 13 hs,Dirección de Migraciones,-38.9501126, -68.06481480000002
5139,Linea Gratuita De Asesoramiento Jurídico,NEUQUÉN,Neuquén,Sin Dirección Física,,0800-222-1357,,Lunes a Viernes de 8 a 13 hs,Legal,-38.9524444,-68.06413889999999
5140,Defensoría Civil Nº 3,NEUQUÉN,Neuquén,Villa Traful,,(0299) 4473114,,Lunes a Viernes 8 a 14 hs,Legal,-38.954318,-68.055819
5141,Subsecretaría De Integración De Políticas Sociales,NEUQUÉN,San Martin De Los Andes,Capitan Druri y Fosbery,,(2972) 425837,,Lunes a Viernes de 7 a 13 hs,Mujer,-40.1550903,-71.35419460000003
5142,Subsecretaría De Promoción Y Fortalecimiento Familiar,NEUQUÉN,San Martin De Los Andes,Drury y Fosfery,,(02972) 423725,,Lunes a Viernes de 8 a 15 hs,Mujer,-40.1550903,-71.35419460000003
5143,Lihuen,NEUQUÉN,Villa La Angostura,Paso 79,,Sin teléfono de linea,,,Organización no gubernamental,-40.7426453,-71.66825870000002
5144,Consejo Local De La Mujer,RÍO NEGRO,Catriel,San Martín 676,,(0299) 4911369,,Lunes a Viernes 9 a 14 hs,Mujer,-37.8814049,-67.82770540000001
5145,Fiscalía,RÍO NEGRO,Cipolletti,España y Urquiza,,(0299) 4770520,,Lunes a Viernes de 7:30 a 13:30 hs,Legal,-38.931749,-67.993922
5146,Servicio de Violencia Familiar Ruca Quimei,RÍO NEGRO,Cipolletti,La Esmeralda 1870,,(0299) 4790711,,Lunes a Viernes de 7 a 14 hs,Mujer,-38.9209,-67.990537
5147,Subcomisaria,RÍO NEGRO,Cipolletti,Manuel Estrada y Scalabrini Ortiz,,(0299) 4790053,,24 hs,Comisaria,-38.919522,-67.980831
5148,Comisaría 32°,RÍO NEGRO,Cipolletti,Mengelle 1450,,(0299) 4778811,,24 hs,Comisaria,-38.925386,-67.997590
5149,Centros De Acceso A La Justicia,RÍO NEGRO,Cipolletti,Nahuel Huapi y Félix Salomano,R8324JQB,(0299) 4772887,,Lunes a Viernes de 9 a 17 hs,Legal,-38.938771,-67.995493
5150,Comisaría 24°,RÍO NEGRO,Cipolletti,Perú 1035,,(0299) 4778803,,24 hs,Comisaria,-38.928791,-67.985868
5151,Comisaría 4°,RÍO NEGRO,Cipolletti,Roca 550,,(0299) 4776201,,24 hs,Comisaria,-38.939565,-67.994241
5152,Destacamento,RÍO NEGRO,Cipolletti,San Antonio Oeste 1719,,(0299) 4790278,,24 hs,Comisaria,-38.915618,-67.975754
5153,Central De Emergencias,RÍO NEGRO,Cipolletti,Sin Dirección Física,,109,,24 hs,Salud,-38.938771,-67.995493
5154,Municipalidad,RÍO NEGRO,Dina Huapi,Chile 736,,(02944) 468099/468205,,Lunes a Viernes de 8 a 13 hs,Mujer,-41.077846,-71.171951
5155,Municipalidad,RÍO NEGRO,El Bolson,25 de Mayo 2798,,(0294) 4492813,,Lunes a Viernes de 8 a 13 hs,Mujer,-41.967770,-71.515511
5156,Centro De Atención Familiar,RÍO NEGRO,El Bolson,Alberti 567,,Sin Teléfono,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-41.967770,-71.515511
5157,Municipalidad,RÍO NEGRO,El Bolson,Dorrego 128,,(0294) 4306486/493504,,Lunes a Viernes de 8 a 13 hs,Mujer,-41.967770,-71.515511
5158,Centro De Atención Familiar,RÍO NEGRO,El Bolson,Gobernador Castello 3024,,(0294) 4455071,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-41.967770,-71.515511
5159,Juzgado De Paz,RÍO NEGRO,El Bolson,Juez Fernández 433,,(0294) 4492370,,Lunes a Viernes de 8 a 13 hs,Legal,-41.967770,-71.515511
5160,Hospital,RÍO NEGRO,El Bolson,Moreno,,(02944) 492838,,24 hs,Salud,-41.96777,-71.515511
5161,Comisaria 12°,RÍO NEGRO,El Bolson,Moreno y Roca,,(0294) 449200,,Lunes a Viernes 8 a 12 hs,Comisaria,-38.913588,-67.976072
5162,Defensoría,RÍO NEGRO,El Bolson,Perito Moreno 2846 (Esquina Julio Roca),,(0294) 4491998,,Lunes a Viernes de 8 a 13 hs,Legal,-41.967770,-71.515511
5163,Juzgado De Paz,RÍO NEGRO,El Bolson,Ruta 232,,(02940) 499410,,Lunes a Viernes de 8 a 13 hs,Legal,-41.967770,-71.515511
5164,Comisión De Fomento,RÍO NEGRO,El Cuy,San Martín S/N,,(02941) 499316,,Lunes a Viernes de 8 a 13 hs,Mujer,-39.927608,-68.341431
5165,Asistente Social,RÍO NEGRO,General Roca,Mitre 710,,(02941) 431400 (interno: 2405),,24 hs,Salud,-39.026753,-67.575172
5166,Asociación Quillagua “Lugar De Ayuda Mutua”,RÍO NEGRO,General Roca,San Luis 931,,Sin teléfono de linea,,Sábado de 8 a 13 hs,Organización no gubernamental,-39.026753,-67.575172
5167,"Quillagua ""Lugar De Ayuda Mutua""",RÍO NEGRO,General Roca,San Luis 937,,(0298) 428409/429617,,,Organización no gubernamental,-39.026753,-67.575172
5168,Centro De Referencia,RÍO NEGRO,General Roca,Villegas 1274,,(0298) 4424949/4435637/4428637,,Lunes a Viernes de 8 a 13 hs,Centro de Referencia,-39.026753,-67.575172
5169,Hospital “Francisco Lopez Lima”,RÍO NEGRO,General Roca,Gelonch 721,,(0298) 4428439,,24 hs,Salud,-39.026756,-67.575175
5170,Acción Social,RÍO NEGRO,Ñorquinco,Belgrano S/N,,(0294) 4496053,,Lunes a Viernes de 8 a 13 hs,Mujer,-41.849670,-70.900269
5171,Puesto Sanitario Puerto Del Este,RÍO NEGRO,San Antonio Oeste,11 De Octubre y Punta Villarino,,(02934) 492096,,24 hs,Salud,-40.742802,-64.967651
5172,Comisaría,RÍO NEGRO,San Antonio Oeste,Bariloche 555,,(02934) 497096,,24 hs,Comisaria,-40.742802,-64.967651
5173,Hospital “Aníbal Serra”,RÍO NEGRO,San Antonio Oeste,Hipólito Yrigoyen 554,,(02934) 421211,,24 hs,Salud,-40.742802,-64.967651
5174,Juzgado De Paz,RÍO NEGRO,San Antonio Oeste,Moreno 125,,(02934) 430056,,Lunes a Viernes de 8 a 13 hs,Legal,-40.742802,-64.967651
5175,Centro De Salud,RÍO NEGRO,San Antonio Oeste,Pilcaniyeu y Río Negro,,(02934) 497100,,24 hs,Salud,-40.742802,-64.967651
5176,Comisaría,RÍO NEGRO,San Antonio Oeste,Saco Viejo S/N,,(02934) 492084,,24 hs,Comisaria,-40.742802,-64.967651
5177,Comisaría,RÍO NEGRO,San Antonio Oeste,San Martin 525,,(02934) 421213,,24 hs,Comisaria,-40.742802,-64.967651
5178,Comisaría,RÍO NEGRO,San Carlos De Bariloche,Avenida De Los Pioneros 5000,,(02944) 441222/442222,,24 hs,Comisaria,-41.133472,-71.310278
5179,Comisaría,RÍO NEGRO,San Carlos De Bariloche,La Paz y Otowereke,,(0294) 4424522,,24 hs,Comisaria,-41.133472,-71.310278
5180,Comisaría,RÍO NEGRO,San Carlos De Bariloche,Libertad y May,,(0294) 4422772,,24 hs,Comisaria,-41.133472,-71.310278
5181,Centro De Referencia,RÍO NEGRO,San Carlos De Bariloche,Pasaje Gutierrez 1126,,(0294) 4437382/4431767/4423020,centroreferenciabariloche@yahoo.com.ar,Lunes a Viernes de 8 a 13 hs,Centro de Referencia,-41.133472,-71.310278
5182,Dirección de Migraciones,RÍO NEGRO,San Carlos De Bariloche,Pasaje Libertad 191,,(0336) 4434694,del.bariloche@migraciones.gov.ar,Lunes a Viernes de 9 a 13 hs,Dirección de Migraciones,-41.1341335,-71.31300169999997
5183,Defensoría Del Pueblo,RÍO NEGRO,Viedma,25 De Mayo 565 (PB),,(02920) 422045/422168,,Lunes a Viernes de 8 a 13 hs,Legal,-40.826477,-62.989798
5184,Dirección de Migraciones,RÍO NEGRO,Viedma,Garrone 487,,Sin Teléfono,del.viedma@migraciones.gov.ar,Lunes a Viernes de 8 a 13 hs,Dirección de Migraciones,-40.805313,-62.994869600000015
5185,Dirección de Adultos Mayores,RÍO NEGRO,Viedma,Laprida 240,,(02920) 428214,,Lunes a Viernes 8 a 15 hs,Adultos Mayores,-40.826477,-62.989798
5186,Departamento Del Adulto Mayor,RÍO NEGRO,Viedma,Padre Muñoz 921,,(02964) 420500,,Lunes a Viernes 9 a 16 hs,Adultos Mayores,-40.826477,-62.989798
5187,Centro De Atención Primaria Salud,RÍO NEGRO,Viedma,Remedios De Escalada 695,,Sin Teléfono,,24 hs,Salud,-40.826477,-62.989798
5188,Hospital “Artemides Zatti”,RÍO NEGRO,Viedma,Rivadavia 391,,(02920) 425907 (interno: 108 Informes lunes a viernes)/ Urgencias: (02920) 422333,,24 hs,Salud,-40.826477,-62.989798
5189,Centro De Referencia,RÍO NEGRO,Viedma,San Luis 774,,(02920) 421962,estrabeaumiriam@hotmail.com,Lunes a Viernes de 8 a 13 hs,Centro de Referencia,-40.826477,-62.989798
5190,Secretaria de Trabajo y Previsión Social,SALTA,Cafayate,General Güemes Norte 9,,(03868) 422276,,Miercoles y Jueves de 8:30 a 13:30 hs,Violencia Laboral,-26.0722556,-65.97530170000005
5191,Secretaria de Trabajo y Previsión Social,SALTA,General Güemes,20 De Febrero 593,,(0387) 4913122,,Lunes a Viernes de 8:30 a 13:30 hs,Violencia Laboral,-24.671358,-65.04848170000002
5192,Municipalidad,SALTA,Iruya,General Güemes 4633,,(0387) 439623,,Lunes a Viernes de 8 a 13 hs,Mujer,-22.792216,-65.216398
5193,Secretaria de Trabajo y Previsión Social,SALTA,Joaquin Victor Gonzalez,9 de Julio (Esquina Lavalle),,Sin teléfono de linea,,Lunes a Viernes de 8:30 a 13:30 hs,Violencia Laboral,-25.1174786,-64.12720239999999
5194,Municipalidad,SALTA,La Poma,Avenida San Martín S/N,,(03868) 4241216/4283263/491003,,Lunes a Viernes de 8 a 13 hs,Mujer,-24.716669,-66.216667
5195,Secretaria de Trabajo y Previsión Social,SALTA,Metán,Leandro Alem 152,,(03876) 425333,,Lunes a Viernes de 8:30 a 13:30 hs,Violencia Laboral,-25.4961101,-64.9769215
5196,Área de Niñez,SALTA,Metán,Sirio Libanés 173,,Sin teléfono de linea,,Lunes a Viernes 8 a 22 hs,Niñez / Familia,-25.494225,-64.972130
5197,Secretaria de Trabajo y Previsión Social,SALTA,Rosario De La Frontera,25 De Mayo 436,,(03876) 482499,,Lunes a Viernes de 8:30 a 13:30 hs,Violencia Laboral,-25.8003809,-64.97283949999996
5198,Secretaria de Trabajo y Previsión Social,SALTA,Rosario De Lerma,9 de Julio 161,,(0387) 4931440,,Lunes a Viernes de 8:30 a 13:30 hs,Violencia Laboral,-24.9850057,-65.57997160000002
5199,Oficina De Protección A Las Víctimas De Violencia Familiar Y De La Mujer,SALTA,Salta,Adolfo Güemes 14551,,(0387) 4378487,,Lunes a Viernes de 8 a 13 hs,Mujer,-24.782932,-65.412155
5200,Defensor Del Pueblo,SALTA,Salta,Adolfo Güemes 376,,(0387) 4329628,,Lunes a Viernes de 8 a 13 hs,Legal,-24.782932,-65.412155
5201,Centro De Referencia,SALTA,Salta,Benito Grania 273,,(0387) 4212927/4220976/4223940,cdrsalta@yahoo.com.ar / amarinarorodo@hotmail.com.ar,Lunes a Viernes de 8 a 13 hs,Centro de Referencia,-24.782932,-65.412155
5202,Secretaria de Trabajo y Previsión Social,SALTA,Salta,Bolivar 141,,(0387) 4318454,,Lunes a Viernes de 8:30 a 13:30 hs,Violencia Laboral,-24.7872765,-65.4204881
5203,Direccion General de Adultos Mayores,SALTA,Salta,General Güemes 562,,(0387) 4227823,,Lunes a Viernes de 8 a 16 hs,Adultos Mayores,-24.782932,-65.412155
5204,Dirección de Migraciones,SALTA,Salta,Maipú 35,,(0387) 4215636,del.salta@migraciones.gov.ar,Lunes a Viernes de 7 a 14 hs,Dirección de Migraciones,-24.7882986, -65.42614739999999
5205,Secretaria De Trabajo,SALTA,Salta,Bolivar 141,,(0387) 4318451,,Lunes a Viernes de 10 a 16 hs,Violencia Laboral,-24.782932,-65.412155
5206,Oficina De Protección A Las Víctimas,SALTA,San Ramon De La Nueva Oran,Bolivia 172,,(03878) 422980,,Lunes a Viernes de 7:30 a 13:30 hs,Mujer,-23.13883,-64.318558
5207,Dirección de Migraciones,SALTA,Tartagal,Avenida Alberdi (Entre Avenida America y Ruta 34),,(03875) 422003,of.tartagal@migraciones.gov.ar,Lunes a Viernes de 7 a 15 hs,Dirección de Migraciones,-22.5169716,-63.799610099999995
5208,Comisaría,SALTA,Tartagal,España y Belgrano,,(03873) 421222,,24 hs,Comisaria,-22.516762,-63.805608
5209,Secretaria de Trabajo y Previsión Social,SALTA,Tartagal,Rivadavia 595,,(03873) 427676,,Lunes a Viernes de 8:30 a 13:30 hs,Violencia Laboral,-22.5140323,-63.806347200000005
5210,Cuerpo Femenino,SALTA,Tartagal,Subteniente Berdina y 23 De Agosto,,(03873) 425077,,24 hs,Comisaria Mujer,-22.516762,-63.805608
5211,Centro De Salud,SAN JUAN,9 De Julio,Diagonal San Martin S/N,,(0264) 4977092,,Lunes a Viernes de 7 a 13 hs y de 16 a 18 hs,Salud,-31.669219,-68.389989
5212,Juzgado de Paz,SAN JUAN,9 De Julio,Diagonal San Martín y Sarmiento,,(0264) 4977074,,Lunes a Viernes de 8 a 13 hs,Legal,-31.650000,-68.400002
5213,Comisaría,SAN JUAN,9 De Julio,General Jose De San Martin S/N,,(0264) 4977010,,24 hs,Comisaria,-31.669219,-68.389989
5214,Comisaria 18°,SAN JUAN,Albardon,Mitre S/N y Coronel Guerrero,,(0264) 4911024,,24 hs,Comisaria,-31.436440,-68.515289
5215,Hospital,SAN JUAN,Albardon,Rawson 1850,,(0264) 4911002,,Lunes a Viernes de 7 a 13 hs y de 14 a 18 hs,Salud,-31.436440,-68.515289
5216,Juzgado De Paz,SAN JUAN,Albardon,Mitre y Santa María de Oro,,(0264) 4912554,,Lunes a Viernes de 7 a 13 hs,Legal,-31.436440,-68.515289
5217,Centro Integrador Comunitario,SAN JUAN,Chimbas,Patagonia y Grecco,,(0264) 4310766,,Lunes a Viernes de 8 a 13 hs,Centro Integrador Comunitario,-31.496596,-68.531762
5218,Hospital,SAN JUAN,Jachal,Avenida 25 De Mayo 853,,(02647) 420055,,24 hs,Salud,-30.241476,-68.746696
5219,"Niñez, Adolescencia Y Familia",SAN JUAN,Pocito,Gil de Moya S/N,,(0264) 4921070,,Lunes a Viernes de 7 a 13 hs,Niñez / Familia,-31.683331,-68.583351
5220,Juzgado de Paz,SAN JUAN,Pocito,Vidal S/N,,(0264) 4922315,,Lunes a Viernes de 8 a 13 hs,Legal,-31.683331,-68.583351
5221,Centro Integrador Comunitario,SAN JUAN,Rawson,Bahia Blan y Paso De Los Andes,,(0264) 4340611,,Lunes a Viernes de 8 a 13 hs,Centro Integrador Comunitario,-31.650922,-68.399076
5222,Centro Integrador Comunitario,SAN JUAN,Rawson,Boulevard y Lemos,,(0264) 4240364,,Lunes a Viernes de 8 a 13 hs,Centro Integrador Comunitario,-31.650922,-68.399076
5223,Área de Niñez y Familia,SAN JUAN,Rawson,Fermín Rodriguez S/N,,Sin teléfono de linea,,Lunes a Viernes de 8 a 13 hs,Niñez / Familia,-31.650922,-68.399076
5224,Centro Integrador Comunitario,SAN JUAN,Rawson,Ramón Franco,,Sin teléfono de linea,,Lunes a Viernes de 8 a 13 hs,Centro Integrador Comunitario,-31.650922,-68.399076
5225,Centro de Salud Adiestramiento “Rawson Dr. Rene Favaloro “,SAN JUAN,Rawson,Tierra del Fuego y Avenida Sarmiento,,(0264) 4240379/0924,,24 hs,Salud,-31.574165,-68.527901
5226,Juzgado de Paz,SAN JUAN,Rivadavia,Libertador General San Martin 5827,,(0264) 4333913,,Lunes a Viernes de 7 a 13 hs,Legal,-31.574165,-68.527901
